10.0	21.175331	19.705917	19.999956	19.999956
20.0	26.235483	18.440657	19.999956	19.999935
30.0	31.885841	17.027859	19.999956	19.999847
40.0	36.836563	15.789989	20.000654	19.999447
50.0	41.001442	14.74859	20.00566	19.997963
60.0	44.507156	13.871991	20.022099	19.993626
70.0	47.48854	13.126482	20.059086	19.984135
80.0	50.054688	12.484797	20.125145	19.967384
90.0	52.289074	11.926047	20.22651	19.94184
100.0	54.255013	11.434426	20.366592	19.906647
110.0	56.00085	10.997845	20.546339	19.861649
120.0	57.56392	10.606951	20.76477	19.80722
130.0	58.973503	10.254435	21.019552	19.744095
140.0	60.252823	9.934486	21.307547	19.673279
150.0	61.42054	9.642444	21.625252	19.595928
160.0	62.49183	9.374511	21.969006	19.51325
170.0	63.479168	9.127574	22.335217	19.426504
180.0	64.39285	8.899055	22.720476	19.336878
190.0	65.241585	8.6867895	23.12158	19.24552
200.0	66.03266	8.488953	23.535645	19.1535
210.0	66.7723	8.3040085	23.960068	19.061792
220.0	67.46578	8.130643	24.392466	18.971268
230.0	68.117676	7.9677167	24.83083	18.882698
240.0	68.73197	7.814263	25.273314	18.796776
250.0	69.31214	7.6694274	25.718325	18.714077
260.0	69.86124	7.532481	26.164455	18.635105
270.0	70.38186	7.402787	26.610561	18.560278
280.0	70.87638	7.2797847	27.05558	18.489935
290.0	71.34689	7.162992	27.498594	18.424337
300.0	71.79525	7.0519686	27.938871	18.363728
310.0	72.22313	6.9463406	28.375784	18.30823
320.0	72.631996	6.8457747	28.808762	18.257982
330.0	73.02322	6.74997	29.23736	18.213037
340.0	73.39797	6.658668	29.661226	18.173433
350.0	73.75739	6.571628	30.080023	18.13917
360.0	74.10244	6.488646	30.493492	18.110214
370.0	74.43401	6.409533	30.901455	18.086517
380.0	74.75295	6.334113	31.303755	18.068016
390.0	75.060036	6.262237	31.700277	18.054611
400.0	75.35592	6.1937637	32.090935	18.04621
410.0	75.64121	6.128566	32.475643	18.042686
420.0	75.91653	6.066523	32.85443	18.043932
430.0	76.182396	6.007527	33.227253	18.049824
440.0	76.43933	5.9514804	33.59413	18.060217
450.0	76.68778	5.8982887	33.955086	18.074976
460.0	76.92817	5.8478594	34.310165	18.093962
470.0	77.16092	5.8001103	34.65941	18.117027
480.0	77.38636	5.754964	35.00286	18.14404
490.0	77.60487	5.712338	35.340607	18.174847
500.0	77.81676	5.6721697	35.672737	18.20931
510.0	78.022316	5.634383	35.99931	18.24729
520.0	78.22184	5.5989137	36.320427	18.28865
530.0	78.41558	5.5656953	36.63618	18.333244
